0,1752285545,Sat May 09 21:30:51 PDT 2009,NO_QUERY,Doomed_Vampire, Doesn't know what to eat! What would you eat on very sensitive stomach after being sick?
0,1468206560,Tue Apr 07 00:17:43 PDT 2009,NO_QUERY,rynequin,"Doesn't know why, but is feeling very down. And a trip to the gym didn't help "
0,2179666845,Mon Jun 15 09:25:05 PDT 2009,NO_QUERY,Deeluvly,"@OfficialTG3 you know I'm leaving Texas, right? "
0,2219598618,Thu Jun 18 00:54:58 PDT 2009,NO_QUERY,katyshepherdx,I really hate her.  
0,1822816157,Sat May 16 20:27:14 PDT 2009,NO_QUERY,jennyconfetti,No one's replying to my texts 
0,2266683374,Sun Jun 21 08:55:43 PDT 2009,NO_QUERY,AngryChad,Thanks Tekzilla for reminding me about the #squarespace iPhone giveaway. I think I forgot yesterday 
0,1572903346,Mon Apr 20 22:58:24 PDT 2009,NO_QUERY,MrSocial,"@JaysMom28 doing good, have about 3 hr of work to do before bed. Its 2am "
0,1970086995,Sat May 30 02:24:03 PDT 2009,NO_QUERY,Waknoodle,My head hurts  sleep time
0,1564194470,Mon Apr 20 02:15:30 PDT 2009,NO_QUERY,sineadoshea,Bloody Monday again.  Booooooo   
0,2263181827,Sun Jun 21 00:09:12 PDT 2009,NO_QUERY,joannapatawaran,@cocoteotico Whyd would you want to get 100 followers? ) )  I miss you.  You dont reply anymore...
0,2202830807,Tue Jun 16 22:29:52 PDT 2009,NO_QUERY,sedmos,@onlyonerhonda awww...wish I could help 
0,2061405219,Sat Jun 06 20:48:02 PDT 2009,NO_QUERY,FlorBorja,I want some Ice cream.......next week AVENTURA i will miss those guys  I LOVE THEM
0,1573818593,Tue Apr 21 03:00:16 PDT 2009,NO_QUERY,tweetpet,@SusanB328  Clean Me!
0,2062331973,Sat Jun 06 22:56:18 PDT 2009,NO_QUERY,xCHICKAMUNGUSx,@TheDCD 
0,2225247187,Thu Jun 18 10:29:22 PDT 2009,NO_QUERY,HayleyBee1,Physics homework. 
0,1932508170,Tue May 26 21:36:37 PDT 2009,NO_QUERY,Xris_,finally outta work.. shitty night all around 
0,2071644721,Sun Jun 07 19:42:53 PDT 2009,NO_QUERY,AnnetteSzczepan,"Oh, the Tony Awards. How political. Mad headache "
0,1970998421,Sat May 30 05:54:51 PDT 2009,NO_QUERY,albeitludicrous,"Radio:Active takes me back to summer last year. Oh, Portugal, I miss you so. "
